datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE
07-01-2026 09:15,26111.65,0.12662,0.1226575,0.11801,0.113825,0.109945,0.1040675,0.0981,0.09622,0.0956525,0.0938775,0.09203,0.0904425,0.08913,0.110845,0.15428,0.1731049999999999,0.1681,0.162455,0.1572675,0.1523425,0.1468475,0.1413,0.13604,0.1310575,0.1262675,0.1213875,0.116385,0.1115
07-01-2026 09:20,26141.4,0.09768249999999999,0.10189639608400827,0.10694503810378728,0.10974768504118876,0.10794687499999996,0.102755625,0.09693729731394535,0.09471896962789071,0.09485104731394536,0.09371374999999997,0.09190999999999999,0.09034562499999996,0.09208047095303035,0.11716406690606082,0.1583598459530304,0.17435638825722594,0.16929965151445192,0.1640380328226726,0.15843855021548914,0.15304341673463834,0.14775026108459582,0.142521875,0.137514375,0.13232524692663108,0.1273442438532622,0.12242313640939706,0.11742935725979378,0.11356681317704756
07-01-2026 09:25,26139.35,0.094465,0.09722482405806143,0.10264364455992224,0.10616415502059436,0.10415437499999997,0.1003009375,0.09620345848588441,0.09347847947176881,0.0931390834858844,0.09219249999999996,0.090429375,0.08895079454764795,0.09386565600135673,0.12271705335976962,0.16189182985666045,0.1754280950298123,0.17055852620782558,0.16501682891133632,0.15859005836153206,0.15267983737489418,0.1477184137960854,0.14275624999999997,0.137679375,0.13263137346331555,0.1278246219266311,0.12294000570469853,0.1180669210712897,0.1142361263540951
07-01-2026 09:30,26128.95,0.1033225,0.10498233401070485,0.11013179200535236,0.11217937499999994,0.10855124999999996,0.1050575,0.10032595360136122,0.09557815720272247,0.0944950000061748,0.09336621780962709,0.09154217140481355,0.08998783909529595,0.0915555241436223,0.11735878100135677,0.15950777186109974,0.17599147681613872,0.17112417590806933,0.165211875,0.15837416933838333,0.15225833867676666,0.1472791693383833,0.14227287516001186,0.13703325032002373,0.13217350016001186,0.127553125,0.1227075,0.1178024589265344,0.11342983570613772
07-01-2026 09:35,26131.9,0.09715750000000001,0.10147374999999995,0.10824499999999995,0.11069070095745989,0.10828077691491983,0.10543808865778233,0.10052414376034002,0.09518424941971285,0.09315308616932234,0.09214641804241691,0.0911329326559524,0.08968477697081059,0.08801783909529595,0.11106016954764797,0.1568700629643397,0.17667012592867945,0.17154943796433972,0.165476875,0.15887226662689374,0.15299953325378748,0.14780789162689373,0.14238012532002375,0.13693337564004748,0.13218637532002375,0.127659375,0.122811875,0.11794243606205836,0.11365474424823363
07-01-2026 09:40,26145.15,0.08673343116035176,0.09369398279008789,0.09880374999999994,0.10175890191491985,0.10205342882983968,0.09998430231556465,0.09674940176149534,0.09281385232105623,0.09035827236501924,0.08973105765595243,0.08926497609746414,0.0875347255788048,0.08575289646495912,0.10958613573247954,0.15661427500687,0.17688480001374002,0.17155302500687003,0.16537875,0.158936875,0.153381875,0.14819249999999998,0.14257350016001186,0.13710637532002373,0.13226787516001187,0.12761187499999999,0.12263855227381645,0.11768595977493201,0.11347792090919673
07-01-2026 09:45,26113.1,0.09823414255882587,0.10439791063970642,0.10552144830326544,0.10661210806308255,0.10558612121636864,0.101875349156874,0.09830551250285685,0.09494323690474651,0.09301448710221202,0.09191648242316261,0.09052921484632528,0.088398717434905,0.08648822002348483,0.10972399607906945,0.1557535221346541,0.175636761067327,0.17053437499999996,0.1644325,0.158045625,0.152603125,0.14715739265580094,0.141332910311602,0.13616551765580098,0.131408125,0.12637478308364258,0.12105792071491812,0.1160799169764217,0.11174119919005328
07-01-2026 09:50,26110.0,0.1180954916365965,0.11867449790914905,0.11796721254461989,0.11705519608742315,0.11299875454098662,0.10677524983435017,0.1015158343824871,0.09863573225647375,0.09736437671015345,0.09542187499999995,0.09311625,0.0909835628260461,0.08916587565209225,0.11105520996070026,0.15524204426930824,0.1745885221346541,0.16969874999999995,0.16370249999999997,0.15722546081161165,0.15157467162322338,0.14603149612321364,0.14019332062320405,0.1351364898777679,0.13047153413233178,0.1253218957334511,0.11980267605259709,0.11486227860333849,0.11060999999999999
07-01-2026 09:55,26108.9,0.11841228023812236,0.11701932005953049,0.12041820517944338,0.12048492085797842,0.11553585117762674,0.10892746817142533,0.10316355790385526,0.10098211779070956,0.09997282109754421,0.09763935707671245,0.09486780353835622,0.09251996354678327,0.09378329031451821,0.11850595105601372,0.1593906353556058,0.17527801106732702,0.16994375,0.16402312499999994,0.15761717162322336,0.15163934324644673,0.14629643927902436,0.14069558189067147,0.1351511449462717,0.13036323984373305,0.12572756721597442,0.1202102139750243,0.11472732869912072,0.11070249999999998
07-01-2026 10:00,26140.3,0.09991804890207284,0.10228888722551813,0.1123644756817447,0.11598832636348942,0.1131082256817447,0.10937635383616681,0.10503506984800536,0.10233545318751024,0.1005335942523842,0.09804746415342491,0.09496250515925739,0.0923300461650899,0.09680299952444829,0.12520657788380676,0.16375297644190334,0.17654937499999995,0.17082999999999998,0.16502437499999997,0.15904983581161167,0.15305592162322337,0.14752796081161165,0.1418303431581389,0.1360273908824437,0.1313143772904707,0.1269673295661659,0.12147694628284755,0.11571014256569503,0.11151499999999999
